Go.	Gå!
Call me later.	Ring til mig senere.
Call the cops.	Ring til politiet!
Call the cops.	Ring til strisserne.
Can I have it?	Må jeg få den?
Can I have it?	Må jeg få det?
Can you drive?	Kan du køre bil?
Can you skate?	Kan du løbe på skøjter?
Can you skate?	Kan du løbe på rulleskøjter?
Can you skate?	Kan du skøjte?
Can you skate?	Kan du stå på skøjter?
Can you skate?	Kan du skate?
Can you skate?	Kan du stå på skateboard?
Did I do that?	Gjorde jeg det der?
Do I look fat?	Ser jeg tyk ud?
Do cats dream?	Drømmer katte?
Do it quickly.	Gør det hurtigt.
Does this fit?	Passer den her?
Dogs can swim.	Hunde kan svømme.
Don't be rude.	Vær ikke uforskammet.
Don't be rude.	Vær ikke uhøflige.
Don't deny it.	Benægt det ikke.
Don't do this.	Gør ikke dette.
Don't hate me.	Had mig ikke!
Don't hate me.	Lad være at hade mig!
Don't respond.	Lad være at reagere!
Don't respond.	Svar ikke.
Draw a circle.	Tegn en cirkel.
Flowers bloom.	Blomster blomstrer.
Give me a hug.	Giv mig et knus!
Give me a hug.	Giv mig et kram!
Guess who won.	Gæt hvem der vandt.
He can't swim.	Han kan ikke svømme.
He hugged her.	Han omfavnede hende.
He is a thief.	Han er en tyv.
He is no fool.	Han er ikke tabt bag af en vogn.
He is reading.	Han læser.
He is skating.	Han skøjter.
He lied to me.	Han løj overfor mig.
He lied to me.	Han løj over for mig.
He loves them.	Han elsker dem.
He sells cars.	Han sælger biler.
He's annoying.	Han er irriterende.
He's annoying.	Han er generende.
He's autistic.	Han er autistisk.
He's friendly.	Han er venlig.
He's studying.	Han studerer.
Here or to go?	Spise her eller tage med hjem?
His nose bled.	Hans næse blødte.
Hold the rope.	Hold rebet.
How bad is it?	Hvor skidt er det?
How bad is it?	Hvor dårligt er det?
How beautiful!	Hvor smukt!
How can it be?	Hvordan kan det være?
How do you do?	Hvordan har du det?
How old is he?	Hvor gammel er han?
I almost died.	Jeg var nær ved at dø.
I am American.	Jeg er amerikaner.
I am a Muslim.	Jeg er muslim.
I am all ears.	Jeg er lutter øren.
I am coughing.	Jeg hoster.
I am coughing.	Jeg er i gang med at hoste.
I am not deaf.	Jeg er ikke døv.
I am not sure.	Jeg er ikke sikker.
I am studying.	Jeg studerer.
I believe you.	Jeg tror på dig.
I can see Tom.	Jeg kan se Tom.
I can't dance.	Jeg kan ikke danse.
I can't smoke.	Jeg kan ikke ryge.
I did nothing.	Jeg gjorde ingenting.
I didn't vote.	Jeg stemte ikke.
I do like you.	Jeg kan så godt lide dig.
I don't drink.	Jeg drikker ikke.
I drink a lot.	Jeg drikker meget.
I exaggerated.	Jeg overdrev.
I feel guilty.	Jeg føler mig skyldig.
I feel lonely.	Jeg føler mig ensom.
I feel stupid.	Jeg føler mig dum.
I forgive you.	Jeg tilgiver dig.
I googled you.	Jeg googlede dig.
I googled you.	Jeg har googlet dig.
I hate French.	Jeg hader fransk.
I hate school.	Jeg hader skolen.
I hate winter.	Jeg hader vinteren.
I have a book.	Jeg har en bog.
I have a cold.	Jeg er forkølet.
I have an egg.	Jeg har et æg.
I have to try.	Jeg er nødt til at gøre et forsøg.
I just got up.	Jeg er lige stået op.
I kid you not.	På ære!
I like French.	Jeg kan lide fransk.
I like apples.	Jeg kan godt lide æbler.
I like horses.	Jeg holder af heste.
I like spring.	Jeg holder af foråret.
I like sweets.	Jeg kan lide slik.
I live nearby.	Jeg bor i nærheden.
I love French.	Jeg elsker fransk.
I love apples.	Jeg elsker æbler.
I love horses.	Jeg elsker heste.
I love my cat.	Jeg elsker min kat.
I love my dad.	Jeg elsker min far.
I love my mom.	Jeg elsker min mor.
I love nature.	Jeg elsker naturen.
I love poetry.	Jeg elsker poesi.
I made a list.	Jeg har lavet en liste.
I miss Boston.	Jeg savner Boston.
I miss my cat.	Jeg savner min kat.
I miss my mom.	Jeg savner min mor.
I nearly died.	Jeg var nær ved at dø.
I need a loan.	Jeg har brug for et lån.
I never cheat.	Jeg snyder aldrig.
I never drink.	Jeg drikker aldrig.
I own a yacht.	Jeg ejer en yacht.
I own a yacht.	Jeg ejer en lystyacht.
I play tennis.	Jeg spiller tennis.
I read a book.	Jeg læser en bog.
I read a book.	Jeg læste en bog.
I remember it.	Jeg husker det.
I saw Tom die.	Jeg så Tom dø.
I see a queen.	Jeg ser en dronning.
I stole a car.	Jeg stjal en bil.
I took a walk.	Jeg gik en tur.
I want a pony.	Jeg vil have en pony.
I want to win.	Jeg vil vinde.
I want to win.	Jeg ønsker at vinde.
I was at home.	Jeg var hjemme.
I was singing.	Jeg sang.
I wish I knew.	Bare jeg vidste!
I'll clean up.	Jeg rydder op.
I'll go first.	Jeg vil gå først.
I'll help you.	Jeg vil hjælpe dig.
I'll help you.	Jeg vil hjælpe jer.
I'll make tea.	Jeg laver te.
I'll prove it.	Jeg vil bevise det.
I'll take him.	Jeg tager ham.
I'm Tom's dad.	Jeg er Toms far.
I'm Tom's mom.	Jeg er Toms mor.
I'm a man now.	Jeg er en mand nu.
I'm a painter.	Jeg er maler.
I'm a student.	Jeg er student.
I'm a tourist.	Jeg er turist.
I'm a tourist.	Jeg er en turist.
I'm an orphan.	Jeg er forældreløs.
I'm convinced.	Jeg er overbevist.
I'm exhausted.	Jeg er udmattet.
I'm expecting.	Jeg er gravid.
I'm expecting.	Jeg venter mig.
I'm in my car.	Jeg er i min bil.
I'm no expert.	Jeg er ikke ekspert.
I'm not drunk.	Jeg er ikke fuld.
I'm not drunk.	Jeg er ikke beruset.
I'm not naive.	Jeg er ikke naiv.
I'm on my way.	Jeg er på vej.
I'm so lonely.	Jeg er så ensom.
I'm so sleepy.	Jeg er så træt.
I'm so sleepy.	Jeg er så søvnig.
I'm the coach.	Jer er træneren.
I'm too drunk.	Jeg er for fuld.
I'm very lazy.	Jeg er meget doven.
I've got wine.	Jeg har vin.
Is Tom coming?	Kommer Tom?
Is it working?	Virker det?
Is that a cat?	Er det en kat?
It had snowed.	Det havde sneet.
It hurts here.	Det gør ondt her.
It is raining.	Det regner.
It is too hot.	Det er for varmt.
It looks good.	Det ser godt ud.
It takes time.	Det tager tid.
It's a secret.	Det er en hemmelighed.
It's for free.	Det er gratis.
It's freezing.	Det er hundekoldt.
It's freezing.	Det er iskoldt.
It's homemade.	Den er hjemmelavet.
It's homemade.	Det er hjemmelavet.
It's horrible.	Det er forfærdeligt.
It's ice cold.	Det er iskoldt.
It's my horse.	Det er min hest.
It's my money.	Det er mine penge.
It's too ugly.	Det er for grimt.
Just a minute.	Kun et minut.
Just a minute.	Lige et øjeblik!
Just a minute.	Vent lidt!
Just a minute.	Et lille øjeblik!
Just a minute.	Undskyld mig et øjeblik!
Just a moment.	Lige et øjeblik!
Just a moment.	Lige et øjeblik.
Keep it clean.	Hold det rent.
Life is great.	Livet er herligt!
Lock the door!	Lås døren!
Lock the door.	Lås døren.
Love is blind.	Kærlighed gør blind.
Love is blind.	Kærligheden er blind.
Mary is a fox.	Mary er en sild.
May I go home?	Må jeg gå hjem?
No, thank you.	Nej tak.
Now listen up.	Hør nu efter!
Now means now.	Nu betyder nu.
OK, listen up.	OK, hør efter!
Open a window.	Åbn et vindue.
Open the door.	Åbn døren.
Open the door.	Åbn døren!
Open the gate.	Åbn porten!
Pick a weapon.	Vælg et våben!
Roll the dice.	Kast terningerne.
Russia is big.	Rusland er stort.
See you again.	Vi ses!
See you later.	Vi ses.
Send Tom away.	Send Tom væk.
Send it to me.	Send det til mig.
She felt blue.	Hun var nedtrykt.
She felt blue.	Hun var deprimeret.
She hates him.	Hun hader ham.
She is a twin.	Hun er tvilling.
She is crying.	Hun græder.
She is eating.	Hun spiser.
She is eating.	Hun er ved at spise.
She likes him.	Hun kan lide ham.
She loves Tom.	Hun elsker Tom.
She loves him.	Hun elsker ham.
She's dieting.	Hun er på diæt.
Show yourself.	Vis dig selv.
Shut the door.	Luk døren!
Speak clearly.	Tal tydeligt.
Take a chance.	Tag chancen!
Take a cookie.	Tag en småkage.
Take only one.	Tag kun ét.
That can wait.	Det kan vente.
That's a wolf.	Det er en ulv.
That's absurd!	Det er absurd!
That's absurd.	Det er absurd!
That's enough.	Det er nok.
That's my car.	Det er min bil.
That's my cat.	Det er min kat.
The fuse blew.	Sikringen gik.
The fuse blew.	Sikringen sprang.
These are new.	Disse er nye.
These are new.	De her er nye.
They built it.	De byggede det.
They built it.	De har bygget det.
They canceled.	De aflyste.
They said yes.	De sagde ja.
They're armed.	De er bevæbnet.
They're armed.	De er bevæbnede.
They're twins.	De er tvillinger.
They're wrong.	De tager fejl.
This is a DVD.	Dette er en dvd.
This is a dog.	Dette er en hund.
This is my CD.	Dette er min cd.
Tom has a car.	Tom har en bil.
Tom has plans.	Tom har planer.
Tom hesitated.	Tom tøvede.
Tom is a baby.	Tom er en baby.
Tom is a dork.	Tom er en dummernik.
Tom is a jerk.	Tom er en idiot.
Tom is a jerk.	Tom er et fjols.
Tom is a jerk.	Tom er en nar.
Tom is a wimp.	Tom er en skvat.
Tom is a wimp.	Tom er en pjok.
Tom is a wimp.	Tom er en vatnisse.
Tom is a wimp.	Tom er en slapsvans.
Tom is a wimp.	Tom er en vatpik.
Tom is a wimp.	Tom er en svækling.
Tom is a wino.	Tom er dranker.
Tom is a wino.	Tom er en drukkenbolt.
Tom is absent.	Tom er fraværende.
Tom is afraid.	Tom er bange.
Tom is asleep.	Tom sover.
Tom is crying.	Tom græder.
Tom is frugal.	Tom er sparsommelig.
Tom is gifted.	Tom er talentfuld.
Tom is greedy.	Tom er grådig.
Tom is in bed.	Tom er i seng.
Tom is my dad.	Tom er min far.
Tom is scared.	Tom er bange.
Tom is voting.	Tom stemmer.
Tom left town.	Tom forlod byen.
Tom likes you.	Tom kan lide dig.
Tom loves you.	Tom elsker dig.
Tom loves you.	Tom elsker jer.
Tom needed me.	Tom havde brug for mig.
Tom shot Mary.	Tom skød Mary.
Tom was brave.	Tom var tapper.
Tom was sober.	Tom var ædru.
Tom was tired.	Tom var træt.
Tom won't eat.	Tom vil ikke spise.
Tom would cry.	Tom ville græde.
Tom's adopted.	Tom er adopteret.
Tom's jealous.	Tom er jaloux.
Tom's jealous.	Tom er skinsyg.
Tom's outside.	Tom er udenfor.
Tom's packing.	Tom pakker.
Tom's working.	Tom arbejder.
Wait a moment.	Vent et øjeblik.
Was Tom angry?	Var Tom vred?
We are at war.	Vi er i krig.
We are hungry.	Vi er sultne.
We ate slowly.	Vi spiste langsomt.
We drank beer.	Vi drak øl.
We had a deal.	Vi havde en aftale.
We have a map.	Vi har et kort.
We have a map.	Vi har et landkort.
We make tools.	Vi fremstiller værktøjer.
We need money.	Vi har brug for penge.
We need tools.	Vi har brug for værktøjer.
We want peace.	Vi ønsker fred.
We were ready.	Vi var klar.
We'll succeed.	Vi klarer det.
We're barbers.	Vi er barberer.
We're barbers.	Vi er frisører.
We're cousins.	Vi er søskendebørn.
We're friends.	Vi er venner.
What a relief!	Sikke en lettelse!
What a relief!	Hvilken lettelse!
What happened?	Hvad er der sket?
What happened?	Hvad skete der?
What is truth?	Hvad er sandhed?
What's catnip?	Hvad er katteurt?
Where are you?	Hvor er du?
Who called me?	Hvem ringede til mig?
Who called me?	Hvem har ringet til mig?
Who found her?	Hvem fandt hende?
Who said that?	Hvem sagde det?
Who said that?	Hvem har sagt det?
Who says that?	Hvem siger det?
Who was right?	Hvem havde ret?
Write it down.	Skriv det ned!
You did great.	Du gjorde det godt.
You don't say.	Virkelig?
You look pale.	Du ser bleg ud.
You may enter.	Du må godt komme ind.
You must come.	Du skal komme.
You need this.	Du har brug for dette.
You need this.	Du har brug for denne.
You need this.	Du har brug for det her.
You need this.	Du har brug for den her.
You will fail.	Det vil mislykkes for dig.
You're insane.	Du er sindssyg.
You're pretty.	Du er smuk.
A beer, please.	En øl, tak!
A bird can fly.	En fugl kan flyve.
Act like a man.	Opfør dig som en mand.
Ain't she cute?	Er hun ikke sød?
Am I not right?	Har jeg ikke ret?
Apples are red.	Æbler er røde.
Are you crying?	Græder du?
Are you famous?	Er du berømt?
Are you famous?	Er I berømte?
Are you paying?	Betaler du?
Are you polite?	Er du høflig?
Are you single?	Er du single?
Birds lay eggs.	Fugle lægger æg.
Birds lay eggs.	Fuglene lægger æg.
Boil the water.	Kog vandet.
Both are alive.	Begge lever.
Both are alive.	Begge to lever.
Both are alive.	Begge to er i live.
Can I help you?	Kan jeg hjælpe dig?
Can I help you?	Har du brug for hjælp?
Can I help you?	Kan jeg hjælpe jer?
Can I help you?	Har I brug for hjælp?
Can I kiss you?	Må jeg kysse dig?
Cats are great.	Katte er storartede.
Close the book.	Luk bogen.
Close the book.	Luk bogen!
Close the door.	Luk døren.
Close the gate.	Luk porten.
Come down here!	Kom herned!
Come down here.	Kom herned!
Cows eat grass.	Køer spiser græs.
Dad isn't home.	Far er ikke hjemme.
Dad's not home.	Far er ikke hjemme.
Dinner's ready.	Middagsmaden er klar.
Dinner's ready.	Aftensmaden er klar.
Do it this way.	Gør det på denne måde.
Do we have one?	Har vi en?
Do we have one?	Har vi et?
Do we know you?	Kender vi jer?
Do you like it?	Kan du lide det?
Do you love me?	Elsker du mig?
Do you mean it?	Mener du det?
Do you miss me?	Savner du mig?
Does Tom drink?	Drikker Tom?
Does it matter?	Har det nogen betydning?
Does this hurt?	Gør det her ondt?
Don't complain.	Klag ikke.
Don't leave us.	Forlad os ikke!
Don't stand up.	Lad være med at rejse dig.
Don't stand up.	Rejs dig ikke.
Don't tempt me.	Frist mig ikke.
Don't touch me!	Rør mig ikke.
Don't touch me.	Rør mig ikke.
Don't you know?	Ved du ikke det?
Get in the van.	Stig ind i varevognen.
Get in the van.	Stig ind i vanen.
Get on the bus.	Stig på bussen.
Get on the bus.	Stig på bussen!
Get some sleep.	Sov lidt.
Give it to her.	Giv hende den.
Give it to her.	Giv hende det.
Give it to her.	Giv det til hende.
Give me a hand.	Giv mig en hånd.
Give me a kiss.	Giv mig et kys!
Give me a week.	Giv mig en uge.
Go back to bed.	Gå i seng igen.
Goodnight, Tom.	Godnat, Tom!
Happy New Year!	Godt Nytår!
Happy New Year!	Godt nytår!
Happy birthday!	Tillykke med fødselsdagen!
He can't do it.	Han kan ikke gøre det.
He cannot swim.	Han kan ikke svømme.
He deserved it.	Han fortjente det.
He is a doctor.	Han er læge.
He is a writer.	Han er forfatter.
He is an actor.	Han er skuespiller.
He lives alone.	Han bor alene.
He looks tired.	Han så træt ud.
He loves music.	Han elsker musik.
He surrendered.	Han overgav sig.
He's a big boy.	Han er en stor dreng.
He's an author.	Han er forfatter.
He's henpecked.	Han er under tøflen.
Here is my key.	Her er min nøgle.
His name's Tom.	Hans navn er Tom.
Hit the brakes.	Træd på bremsen!
How about that!	Hvad siger du så!
How about that!	Hvad siger I så!
I already know.	Det ved jeg allerede.
I already know.	Jeg ved det allerede.
I am a student.	Jeg er student.
I am a student.	Jeg er studerende.
I bike to work.	Jeg cykler til arbejde.
I bike to work.	Jeg tager cyklen til arbejde.
I blame myself.	Jeg bebrejder mig selv.
I blame myself.	Jeg giver mig selv skylden.
I broke my arm.	Jeg brækkede armen.
I broke my leg.	Jeg brækkede benet.
I can prove it.	Jeg kan bevise det.
I deserve that.	Jeg fortjener det.
I didn't do it.	Jeg har ikke gjort det.
I dislike eggs.	Jeg bryder mig ikke om æg.
I drank coffee.	Jeg drak kaffe.
I drank coffee.	Jeg har drukket kaffe.
I drink coffee.	Jeg drikker kaffe.
I followed Tom.	Jeg fulgte Tom.
I get off here.	Jeg stiger af her.
I get off here.	Jeg står af her.
I get off here.	Jeg stiger ud her.
I get up early.	Jeg står tidligt op.
I go to school.	Jeg går i skole.
I googled that.	Jeg googlede det.
I googled that.	Jeg har googlet det.
I hate beggars.	Jeg hader tiggere.
I hate carrots.	Jeg hader gulerødder.
I hate spiders.	Jeg hader edderkopper.
I hate spinach.	Jeg hader spinat.
I have a horse.	Jeg har en hest.
I have a knife.	Jeg har en kniv.
I have a truck.	Jeg har en lastbil.
I have the key.	Jeg har nøglen.
I just sold it.	Jeg har lige solgt den.
I just sold it.	Jeg har lige solgt det.
I know the way.	Jeg kender vejen.
I let Tom down.	Jeg svigtede Tom.
I like the dog.	Jeg kan lide hunden.
I love animals.	Jeg elsker dyr.
I love cooking.	Jeg elsker at lave mad.
I love dessert.	Jeg elsker dessert.
I love lasagna.	Jeg elsker lasagne.
I love the sea.	Jeg elsker havet.
I made muffins.	Jeg har lavet muffins.
I need a stamp.	Jeg har brug for et frimærke.
I pay Tom well.	Jeg betaler Tom godt.
I prefer black.	Jeg foretrækker sort.
I quit smoking.	Jeg er holdt op med at ryge.
I said take it.	Jeg sagde: "Tag det!"
I see a church.	Jeg kan se en kirke.
I see a church.	Jeg ser en kirke.
I see the girl.	Jeg ser pigen.
I see your pen.	Jeg ser din pen.
I speak French.	Jeg taler fransk.
I teach French.	Jeg underviser i fransk.
I turned right.	Jeg drejede til højre.
I want to live.	Jeg ønsker at leve.
I want to live.	Jeg vil leve.
I was all ears.	Jeg var lutter øren.
I was all ears.	Jeg var lutter øre.
I was barefoot.	Jeg var barfodet.
I was homesick.	Jeg havde hjemve.
I was tortured.	Jeg blev tortureret.
I was tortured.	Jeg blev torteret.
I wasn't lucky.	Jeg var ikke heldig.
I will take it.	Jeg tager den.
I wish I could.	Gid jeg kunne!
I write poetry.	Jeg skriver poesi.
I'll marry you.	Jeg gifter mig med dig.
I'll marry you.	Jeg skal giftes med dig.
I'll move soon.	Jeg flytter snart.
I'll shoot you.	Jeg vil skyde dig.
I'll stay home.	Jeg bliver hjemme.
I'll wait here.	Jeg venter her.
I'm a free man.	Jeg er en fri mand.
I'm a free man.	Jeg er et frit menneske.
I'm all thumbs.	Jeg er fummelfingret.
I'm an atheist.	Jeg er ateist.
I'm bored, too.	Jeg keder mig også.
I'm doing well.	Jeg har det godt.
I'm frightened.	Jeg er skræmt.
I'm frustrated.	Jeg er frustreret.
I'm in the car.	Jeg er i bilen.
I'm interested.	Jeg er interesseret.
I'm making tea.	Jeg laver te.
I'm never here.	Jeg er aldrig her.
I'm not a baby.	Jeg er ikke en baby.
I'm not afraid.	Jeg er ikke bange.
I'm not famous.	Jeg er ikke berømt.
I'm not guilty.	Jeg er ikke skyldig.
I'm not hungry.	Jeg er ikke sulten.
I'm often here.	Jeg er her ofte.
I'm often here.	Jeg er her tit.
I'm often here.	Jeg er tit her.
I'm often here.	Jeg er ofte her.
I'm right here.	Jeg er lige her!
I'm unemployed.	Jeg er arbejdsløs.
I'm very sorry.	Det må du meget undskylde.
I'm very tired.	Jeg er meget træt.
I've been busy.	Jeg har haft travlt.
Is Boston safe?	Er Boston en sikker by?
Is Tom married?	Er Tom gift?
Is he a doctor?	Er han en læge?
Is he a doctor?	Er han læge?
Is it a secret?	Er det en hemmelighed?
Is it in there?	Er den derinde?
Is it in there?	Er det derinde?
Is it too late?	Er det for sent?
Is it worth it?	Er det det værd?
Is that French?	Er det der fransk?
Is that a mole?	Er det en muldvarp?
Is that a mole?	Er det et modermærke?
It costs a lot.	Det koster en masse.
It gets better.	Det bliver bedre.
It is Saturday.	Det er lørdag.
It isn't cheap.	Det er ikke billigt.
It makes sense.	Det giver mening.
It makes sense.	Det er fornuftigt.
It makes sense.	Det lyder fornuftigt.
It was nothing.	Ingen årsag!
It was perfect.	Det var perfekt.
It was snowing.	Det sneede.
It was so dark.	Det var så mørkt.
It wasn't ours.	Det var ikke vores.
It's Christmas.	Det er jul.
It's Tom's car.	Det er Toms bil.
It's Wednesday.	I dag er det onsdag.
It's a classic.	Det er en klassiker.
It's a miracle.	Det er et mirakel!
It's a mistake.	Det er en fejltagelse.
It's beautiful.	Det er smukt.
It's brand new.	Den er helt ny.
It's brand new.	Det er helt nyt.
It's expensive.	Det er dyrt.
It's hot today.	Det er varmt i dag.
It's not clean.	Det er ikke rent.
It's not funny.	Det er ikke sjovt.
It's not funny.	Det er ikke morsomt.
It's on page 3.	Det står på side 3.
It's pointless.	Det er meningsløst.
It's the truth.	Det er sandt.
It's too large.	Det er for stort.
It's too small.	Det er for lille.
It's too small.	Den er for lille.
It's very cold.	Det er hundekoldt.
It's very easy.	Det er meget nemt.
It's wonderful!	Det er vidunderligt!
Kids are cruel.	Børn er grusomme.
Large or small?	Stor eller lille?
Leave it to me.	Overlad det til mig.
Leave me alone!	Lad mig være!
Leave me alone!	Lad mig være i fred!
Let us go home.	Lad os gå hjem.
Let's meet Tom.	Lad os møde Tom.
Let's play tag.	Lad os lege tagfat.
Let's play tag.	Lad os lege fangeleg.
Let's watch TV.	Lad os se tv.
Let's watch TV.	Lad os se fjernsyn.
Lunch is ready.	Frokosten er klar.
Make it happen.	Få det til at ske.
Many fish died.	Mange fisk døde.
Mary likes you.	Mary kan lide dig.
Mary looks hot.	Mary ser hot ud.
May I kiss you?	Må jeg kysse dig?
Money is power.	Penge er magt.
My nose itches.	Min næse klør.
No one knew it.	Ingen vidste det.
Now we're even.	Nu er vi kvit.
Open it for me.	Åbn det for mig.
Open it for me.	Åbn den for mig.
Open the doors.	Åbn dørene.
Open the doors.	Åbn dørene!
Open your eyes.	Åbn dine øjne.
Open your eyes.	Åbn jeres øjne.
Pay over there.	Betal derovre!
Read the meter.	Aflæs måleren.
Read this book.	Læs denne bog.
Read this book.	Læs denne bog!
Say that again.	Gentag det!
Say that again.	Sig det igen!
See you around.	Vi ses.
Shall we dance?	Skal vil danse?
She cooks well.	Hun er god til at lave mad.
She fooled him.	Hun narrede ham.
She hugged him.	Hun omfavnede ham.
She is out now.	Hun er ude nu.
She isn't poor.	Hun er ikke fattig.
She kissed him.	Hun kyssede ham.
She might come.	Hun kommer måske.
She's Canadian.	Hun er canadisk.
She's pregnant.	Hun er gravid.
She's pregnant.	Hun er i omstændigheder.
